Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,label
2785.0043153195625,0.17113886164733333,-0.27758726118393884,9.9135924687306,0.025247651655541062,-0.05583543890795161,-0.020687664509255115,1.0020151227292333
2921.9784298761824,0.38209757016847495,-0.3818598428852791,9.841598860763733,0.07551545025757582,-0.04097787958522907,-0.14235463322358705,1.0042882280871306
3060.00899859663,0.1685795137175857,-0.23057577604688595,10.169152435843476,-0.01636407812277174,-0.07539228866407842,-0.005929108563338024,1.000848393193757
3198.0118613449795,0.19443943215871085,-0.14822834162021228,10.476794771552534,-0.015208388710079703,0.07393779356955091,-0.008581174892532082,0.9908641890119159
3334.997725776527,0.07378974332684557,-0.4206116952504809,10.060723788172842,-0.04054100213145103,-0.051057791569566364,-0.01937452067909307,1.008231369056388
3472.9885802581903,0.22899745093645196,-0.5750694819936514,9.644896737813655,0.00883862868084341,-0.05287428710290093,-0.03595117871340104,0.9998708652641953
3610.993071412959,-0.055700311599511616,-0.5435276374825798,9.780431598888539,-0.03982229692463285,-0.08916789450094798,-0.017826296701103,0.9955123912122064
3748.995069512998,0.3001370608420805,-0.27023866466236546,10.455095164796143,-0.004844373236771551,-0.09348397995944793,-0.02770423453432182,0.9903261913172937
3893.004843436052,0.033547616866267435,-0.4651284217421384,9.641498162967727,0.06057293952023237,-0.06605427733532035,-0.003675936333904105,0.9927608815313884
4030.9915850657526,0.3484816774161783,-0.47024574738220404,9.884272637896698,0.10780475926078059,-0.1315729682794277,-0.010922054969220323,1.01421103001029
4168.001799908787,0.4019983179113126,-0.10891226513115657,9.328220078578447,-0.01577120964384641,0.06507157325595264,0.08818762910253695,1.0218359502265455
4305.01368660224,0.3251511285398426,-0.29587866791852363,9.865305513311904,0.041260481268586176,-0.08916873524854241,0.0661103058282875,0.9991294408626168
4441.998744508716,0.19219378786318514,-0.3508185476485682,10.05553012730023,-0.029558095376382373,-0.043885918311657945,0.020179892896901547,0.9896153361889032
4578.994827072502,0.24075999640584675,-0.39287232230551655,9.887461636674326,-0.0825772002210059,-0.039891071929468516,0.006635065228927098,0.9950451124600421
4713.997835651765,0.25536117825586413,-0.5218190816406697,9.987145776706317,0.14556496795967855,0.0370312838932788,-0.03411001469931664,1.00317392449003
4849.982836963152,0.1192793810781321,-0.4431375887797672,9.929070859121051,0.06448800884187675,-0.025652174152975868,0.0650067582325142,1.0044905261081662
4986.01150358561,0.14000471675796894,-0.5232337672042848,9.749570044972971,0.09843746114867434,-0.06659735888806995,0.02055108881489318,0.9924758380614811
5125.991820731028,0.0018267487561235132,-0.29424739277603973,10.084731062099818,0.0657443311073219,0.014240206688342298,0.054159456153724014,1.0049175445722327
5262.015395391376,0.051697903179806826,-0.10808245175485647,9.87968428557161,0.10957150031455956,-0.03543941174356797,-0.00033178629775836,1.0258394154325439
5397.994652976252,0.03377422644583212,-0.2596458605458298,9.752096683851642,-0.021776531962113717,-0.018654776952680703,0.06476584336372351,0.99477786563215
5533.997034464042,-0.01845553068455285,-0.24494826039457007,9.753043759136126,-0.07930139886750574,-0.09600305138019834,-0.01349760976978291,0.9964616441618728
5668.9902408835005,-0.04137711146118123,-0.38391271562703766,9.764003449502198,-0.11591985267375574,-0.024923684388235737,0.02519908288654525,1.000335990741474
